Player,Span,Team,Country,SR,Bowling Style,Runs,HS,Bat Av,100,Wkts,BBI,Bowl Av,5,Ct,St,Ave Diff
MK Pandey,2011-2013,Kochi Tuskers Kerala,India,122.0,Offbreak,7100,129*,31.69,3,10,4/27,21.20,0,152.0,2.0,10.49
MR Marsh,2011-2013,Kochi Tuskers Kerala,Australia,136.5,Medium,5222,117,32.43,2,85,4/6,25.75,0,81.0,0.0,6.68
NL McCullum,2011-2011,Kochi Tuskers Kerala,New Zealand,109.8,Offbreak,1618,76*,16.51,0,157,4/16,24.09,0,71.0,0.0,-7.58
R Sharma,2011-2013,Kochi Tuskers Kerala,India,115.6,Legbreak,131,14*,5.03,0,80,5/23,23.57,1,20.0,0.0,-18.53
RV Uthappa,2011-2013,Kochi Tuskers Kerala,India,130.5,Medium,,,,,,,,,,,
S Rana,2011-2011,Kochi Tuskers Kerala,India Women,116.8,Offbreak,72,34,12.00,0,47,3/24,24.85,0,13.0,0.0,-12.85
SB Wagh,2011-2011,Kochi Tuskers Kerala,Mexico,80.8,Medium,136,51,17.00,0,-,-,-,-,1.0,0.0,-
SC Ganguly,2011-2012,Kochi Tuskers Kerala,Kolkata Knight Riders,106.8,Medium,1726,91,25.01,0,29,3/27,26.06,0,28.0,0.0,-1.05
SS Mundhe,2011-2011,Kochi Tuskers Kerala,Pune Warriors,127.2,Medium,914,91*,26.11,0,37,3/22,31.18,0,20.0,0.0,-5.07
TD Paine,2011-2011,Kochi Tuskers Kerala,Australia,117.2,Medium,1647,91,22.87,0,-,-,-,-,57.0,16.0,-
WD Parnell,2011-2013,Kochi Tuskers Kerala,South Africa,114.8,Medium,2200,99,18.48,0,317,5/30,25.40,1,71.0,0.0,-6.91
Yuvraj Singh,2011-2013,Kochi Tuskers Kerala,India,131.5,Orthodox,4857,83,25.69,0,80,4/29,24.86,0,53.0,0.0,0.83
A Nehra,2012-2012,Kochi Tuskers Kerala,India,68.3,Medium,69,22*,5.30,0,162,4/10,22.54,0,27.0,0.0,-17.24
AB Dinda,2012-2013,Kochi Tuskers Kerala,India,66.2,Medium,110,22,5.23,0,151,4/13,25.31,0,23.0,0.0,-20.07
AD Mathews,2012-2013,Kochi Tuskers Kerala,Sri Lanka,124.3,Medium,3858,81*,27.36,0,102,4/19,30.87,0,74.0,0.0,-3.51
AG Murtaza,2012-2013,Kochi Tuskers Kerala,Mumbai Indians,71.4,Orthodox,119,39*,19.83,0,32,3/9,23.78,0,11.0,0.0,-3.94
AP Majumdar,2012-2012,Kochi Tuskers Kerala,Pune Warriors,115.9,Legbreak,526,48*,20.23,0,1,1/14,14.00,0,13.0,0.0,6.23
K Upadhyay,2012-2013,Kochi Tuskers Kerala,Pune Warriors,133.3,Medium,38,14,6.33,0,32,3/12,29.46,0,7.0,0.0,-23.13
LJ Wright,2012-2013,Kochi Tuskers Kerala,England,140.6,Medium,8526,153*,29.19,7,79,3/17,32.44,0,103.0,0.0,-3.24
MJ Clarke,2012-2012,Kochi Tuskers Kerala,Australia,103.4,Orthodox,737,67,21.05,0,9,1/2,40.88,0,18.0,0.0,-19.83
MN Samuels,2012-2013,Kochi Tuskers Kerala,West Indies,118.0,Offbreak,4571,106*,31.96,2,70,3/10,27.95,0,45.0,0.0,4.00
SPD Smith,2012-2013,Kochi Tuskers Kerala,Australia,130.6,Legbreak,5943,125*,31.95,4,54,4/13,19.55,0,149.0,0.0,12.39
AJ Finch,2013-2013,Kochi Tuskers Kerala,Australia,138.1,Orthodox,11458,172,33.60,8,7,1/9,52.71,0,164.0,0.0,-19.11
AM Nayar,2013-2013,Kochi Tuskers Kerala,Mumbai Indians,116.5,Medium,1291,79,21.51,0,27,3/13,34.33,0,23.0,0.0,-12.81
BAW Mendis,2013-2013,Kochi Tuskers Kerala,Sri Lanka,67.6,Offbreak,214,27*,6.68,0,170,6/8,19.00,2,29.0,0.0,-12.31
IC Pandey,2013-2013,Kochi Tuskers Kerala,Chennai Super Kings,30.0,Medium,109,19*,6.81,0,68,4/20,25.39,0,17.0,0.0,-18.58
KW Richardson,2013-2013,Kochi Tuskers Kerala,Australia,111.9,Medium,404,45,11.22,0,240,4/22,23.45,0,77.0,0.0,-12.22
LRPL Taylor,2013-2013,Kochi Tuskers Kerala,New Zealand,121.3,Offbreak,6559,111*,30.64,1,8,3/28,35.00,0,123.0,0.0,-4.35
M Rawat,2013-2013,Kochi Tuskers Kerala,Rajasthan Royals,79.7,,1153,72*,33.91,0,-,-,-,-,46.0,15.0,-
Parvez Rasool,2013-2013,Kochi Tuskers Kerala,India,90.0,Offbreak,,,,,,,,,,,
RV Gomez,2013-2013,Kochi Tuskers Kerala,Kochi Tuskers Kerala,98.0,Medium,774,62*,21.50,0,20,2/8,38.25,0,26.0,0.0,-16.74
TL Suman,2013-2013,Kochi Tuskers Kerala,Deccan Chargers,115.5,Offbreak,1546,100,24.53,1,17,2/14,33.11,0,21.0,0.0,-8.57
UA Birla,2013-2013,Kochi Tuskers Kerala,Pune Warriors,50.0,Medium,530,56,24.09,0,0,-,-,0,13.0,0.0,-
A Mishra,2008-2021,Kolkata Knight Riders,India,89.7,Legbreak,808,49,13.69,0,285,5/17,22.28,2,44.0,0.0,-8.58
AB de Villiers,2008-2010,Kolkata Knight Riders,South Africa,149.4,Medium,,,,,,,,,,,
B Geeves,2008-2008,Kolkata Knight Riders,Australia,,Medium,133,28,22.16,0,19,4/30,24.26,0,5.0,0.0,-2.09
DL Vettori,2008-2010,Kolkata Knight Riders,New Zealand,110.0,Orthodox,,,,,,,,,,,
G Gambhir,2008-2018,Kolkata Knight Riders,India,122.7,Legbreak,6402,93,28.96,0,-,-,-,-,51.0,0.0,-
GD McGrath,2008-2008,Kolkata Knight Riders,Australia,52.9,Medium,9,5,3.00,0,20,4/29,24.60,0,5.0,0.0,-21.59
KD Karthik,2008-2014,Kolkata Knight Riders,India,136.8,,7537,97*,27.01,0,1,1/10,28.00,0,236.0,72.0,-0.98
M Manhas,2008-2010,Kolkata Knight Riders,Delhi Daredevils,104.9,Offbreak,1170,52,21.66,0,5,3/33,29.60,0,28.0,0.0,-7.93
MF Maharoof,2008-2010,Kolkata Knight Riders,Sri Lanka,118.7,Medium,948,55*,17.88,0,94,3/21,23.54,0,29.0,0.0,-5.65
MK Tiwary,2008-2015,Kolkata Knight Riders,India,114.9,Legbreak,3436,75*,28.39,0,34,4/23,26.55,0,94.0,0.0,1.83
Mohammad Asif,2008-2008,Kolkata Knight Riders,Pakistan,133.3,Medium,32,12*,6.40,0,50,5/11,21.16,1,9.0,0.0,-14.75
PJ Sangwan,2008-2010,Kolkata Knight Riders,Delhi Daredevils,64.4,Medium,262,29,11.90,0,104,3/13,26.05,0,34.0,0.0,-14.14
R Bhatia,2008-2010,Kolkata Knight Riders,Delhi Daredevils,113.3,Medium,1251,107*,21.56,1,111,4/15,27.20,0,46.0,0.0,-5.63
S Dhawan,2008-2021,Kolkata Knight Riders,India,126.8,Offbreak,9797,106*,32.98,2,4,1/7,16.50,0,136.0,0.0,16.48
Shoaib Malik,2008-2008,Kolkata Knight Riders,Pakistan,125.2,Offbreak,13571,95*,35.99,0,187,5/13,27.70,2,238.0,0.0,8.29
TM Dilshan,2008-2010,Kolkata Knight Riders,Sri Lanka,118.4,Offbreak,5193,104*,27.04,1,64,3/16,29.56,0,79.0,3.0,-2.51
V Sehwag,2008-2013,Kolkata Knight Riders,India,151.5,Offbreak,,122,,2,,,,,,,
VY Mahesh,2008-2010,Kolkata Knight Riders,Chennai Super Kings,75.9,Medium,96,17*,9.60,0,52,4/23,23.00,0,13.0,0.0,-13.39
A Nehra,2009-2013,Kolkata Knight Riders,India,68.3,Medium,69,22*,5.30,0,162,4/10,22.54,0,27.0,0.0,-17.24
AB McDonald,2009-2011,Kolkata Knight Riders,Melbourne Renegades,115.3,Medium,1743,96*,31.69,0,82,5/13,23.01,1,33.0,0.0,8.67
AM Salvi,2009-2011,Kolkata Knight Riders,Delhi Daredevils,,Medium,16,10*,-,0,18,3/28,29.27,0,5.0,0.0,-
DA Warner,2009-2024,Kolkata Knight Riders,Australia,139.9,Legbreak,13595,135*,36.44,8,0,-,-,0,202.0,0.0,-
DP Nannes,2009-2010,Kolkata Knight Riders,Netherlands,90.4,Fast,66,12*,8.25,0,257,5/31,22.25,2,34.0,0.0,-14.00
Y Nagar,2009-2012,Kolkata Knight Riders,Delhi Daredevils,106.5,,652,44*,19.17,0,21,3/13,16.66,0,19.0,0.0,2.50
KM Jadhav,2010-2015,Kolkata Knight Riders,India,122.2,Offbreak,2592,84*,24.45,0,6,2/23,20.83,0,55.0,9.0,3.61
MC Henriques,2010-2010,Kolkata Knight Riders,Australia,128.0,Medium,5562,77,27.13,0,120,3/11,29.18,0,129.0,0.0,-2.05
PD Collingwood,2010-2010,Kolkata Knight Riders,England,123.8,Medium,2478,108*,21.54,1,99,5/6,22.67,2,49.0,0.0,-1.12
S Ladda,2010-2010,Kolkata Knight Riders,Delhi Daredevils,0.0,Legbreak,5,5,2.50,0,10,3/30,32.80,0,1.0,0.0,-30.29
UT Yadav,2010-2013,Kolkata Knight Riders,India,102.2,Fast,333,26,11.10,0,202,5/18,27.42,2,52.0,0.0,-16.32
AB Agarkar,2011-2013,Kolkata Knight Riders,India,118.1,Medium,286,39,14.30,0,47,3/25,34.21,0,10.0,0.0,-19.91
AB Dinda,2011-2011,Kolkata Knight Riders,India,66.2,Medium,110,22,5.23,0,151,4/13,25.31,0,23.0,0.0,-20.07
AJ Finch,2011-2012,Kolkata Knight Riders,Australia,138.1,Orthodox,11458,172,33.60,8,7,1/9,52.71,0,164.0,0.0,-19.11
CA Ingram,2011-2019,Kolkata Knight Riders,South Africa,140.9,,9010,127*,28.33,4,40,4/32,32.97,0,124.0,0.0,-4.64
IK Pathan,2011-2013,Kolkata Knight Riders,India,117.8,Medium,2020,65*,22.95,0,173,5/13,26.40,1,44.0,0.0,-3.45
JR Hopes,2011-2011,Kolkata Knight Riders,Australia,119.4,Medium,1468,71,22.58,0,67,3/23,33.65,0,22.0,0.0,-11.07
M Morkel,2011-2013,Kolkata Knight Riders,South Africa,117.0,Fast,213,23*,8.52,0,207,4/17,25.29,0,27.0,0.0,-16.77
MS Wade,2011-2011,Kolkata Knight Riders,Australia,137.4,,5267,130*,26.73,1,-,-,-,-,150.0,20.0,-
NV Ojha,2011-2018,Kolkata Knight Riders,India,116.4,,2972,94*,20.92,0,-,-,-,-,110.0,26.0,-
RE van der Merwe,2011-2013,Kolkata Knight Riders,South Africa,134.9,Orthodox,,,,,,,,,,,
S Nadeem,2011-2018,Kolkata Knight Riders,Delhi Daredevils,56.6,Orthodox,278,36*,7.72,0,125,4/12,28.43,0,28.0,0.0,-20.70
S Sriram,2011-2011,Kolkata Knight Riders,Royal Challengers Bangalore,86.1,,,,,,,,,,,,
TR Birt,2011-2011,Kolkata Knight Riders,Australia,136.0,Medium,2188,94*,22.79,0,-,-,-,-,41.0,0.0,-
UBT Chand,2011-2013,Kolkata Knight Riders,Melbourne Renegades,109.3,Offbreak,2097,125,23.30,3,-,-,-,-,59.0,3.0,-
VR Aaron,2011-2012,Kolkata Knight Riders,Delhi Daredevils,74.7,Fast,133,17*,8.86,0,93,3/16,29.36,0,15.0,0.0,-20.49
Y Venugopal Rao,2011-2013,Kolkata Knight Riders,Deccan Chargers,119.6,Offbreak,1390,71*,23.55,0,8,2/23,56.00,0,17.0,0.0,-32.44
AD Russell,2012-2013,Kolkata Knight Riders,West Indies,167.6,Fast,9449,121*,26.32,2,496,5/15,25.87,1,238.0,0.0,0.44
DAJ Bracewell,2012-2012,Kolkata Knight Riders,New Zealand,153.8,Medium,1274,93*,27.69,0,103,3/19,24.98,0,41.0,0.0,2.71
DPMD Jayawardene,2012-2013,Kolkata Knight Riders,Sri Lanka,126.7,Medium,5479,116,29.29,3,3,2/22,32.33,0,75.0,0.0,-3.03
GJ Maxwell,2012-2018,Kolkata Knight Riders,Australia,154.9,Offbreak,10846,154*,27.81,8,194,3/10,29.79,0,259.0,0.0,-1.98
KP Pietersen,2012-2014,Kolkata Knight Riders,England,134.9,Offbreak,5695,115*,33.89,3,17,3/33,31.41,0,66.0,0.0,2.48
LRPL Taylor,2012-2014,Kolkata Knight Riders,New Zealand,121.3,Offbreak,6559,111*,30.64,1,8,3/28,35.00,0,123.0,0.0,-4.35
P Negi,2012-2016,Kolkata Knight Riders,India,124.1,Orthodox,803,41*,15.74,0,96,5/22,24.61,1,40.0,0.0,-8.86
Sunny Gupta,2012-2012,Kolkata Knight Riders,Delhi Daredevils,0.0,Offbreak,54,22,6.75,0,8,2/15,38.12,0,3.0,0.0,-31.37
B Chipli,2013-2013,Kolkata Knight Riders,Royal Challengers Bangalore,111.6,Medium,453,61*,21.57,0,1,1/24,44.00,0,4.0,0.0,-22.42
BJ Rohrer,2013-2013,Kolkata Knight Riders,Australia,131.0,,1677,64*,26.20,0,0,-,-,0,33.0,0.0,-
BMAJ Mendis,2013-2013,Kolkata Knight Riders,Sri Lanka,111.4,Legbreak,2250,67,21.42,0,118,5/21,20.01,1,45.0,0.0,1.41
CM Gautam,2013-2015,Kolkata Knight Riders,Delhi Daredevils,112.7,,511,53*,17.03,0,-,-,-,-,40.0,14.0,-
J Botha,2013-2013,Kolkata Knight Riders,South Africa,117.6,Offbreak,1991,67*,19.51,0,166,4/16,28.42,0,94.0,0.0,-8.90
MC Juneja,2013-2013,Kolkata Knight Riders,Delhi Daredevils,97.7,Offbreak,952,108*,28.84,1,0,-,-,0,22.0,0.0,-
S Kaul,2013-2014,Kolkata Knight Riders,India,55.6,Medium,75,8*,7.50,0,182,5/12,22.04,1,23.0,0.0,-14.54
Imran Tahir,2014-2016,Kolkata Knight Riders,South Africa,101.3,Legbreak,387,23,8.79,0,567,5/21,19.53,5,107.0,0.0,-10.74
JD Unadkat,2014-2015,Kolkata Knight Riders,India,117.9,Medium,562,58*,15.61,0,245,5/25,23.81,2,61.0,0.0,-8.20
JDS Neesham,2014-2014,Kolkata Knight Riders,New Zealand,140.9,Medium,4441,97*,23.49,0,260,5/22,25.03,1,124.0,0.0,-1.54
JP Duminy,2014-2016,Kolkata Knight Riders,South Africa,123.5,Offbreak,6397,99*,37.19,0,78,4/17,30.41,0,113.0,0.0,6.78
LR Shukla,2014-2014,Kolkata Knight Riders,Kolkata Knight Riders,115.7,Medium,994,76,20.70,0,47,3/6,24.61,0,31.0,0.0,-3.90
M Vijay,2014-2014,Kolkata Knight Riders,India,124.9,Offbreak,4223,127,26.22,3,0,-,-,0,65.0,0.0,-
MA Agarwal,2014-2016,Kolkata Knight Riders,Royal Challengers Bangalore,132.8,,5012,111,25.70,2,0,-,-,0,93.0,0.0,-
Mohammed Shami,2014-2018,Kolkata Knight Riders,India,103.4,Fast,134,32*,6.38,0,210,4/11,25.09,0,33.0,0.0,-18.71
NM Coulter-Nile,2014-2016,Kolkata Knight Riders,Australia,132.2,Fast,693,42*,12.15,0,191,4/10,23.03,0,51.0,0.0,-10.87
Q de Kock,2014-2016,Kolkata Knight Riders,South Africa,137.7,,11421,140*,31.20,7,-,-,-,-,286.0,57.0,-
R Sharma,2014-2014,Kolkata Knight Riders,India,115.6,Legbreak,131,14*,5.03,0,80,5/23,23.57,1,20.0,0.0,-18.53
R Shukla,2014-2014,Kolkata Knight Riders,Rajasthan Royals,80.8,Medium,83,17*,8.30,0,75,5/36,23.66,1,29.0,0.0,-15.36
WD Parnell,2014-2014,Kolkata Knight Riders,South Africa,114.8,Medium,2200,99,18.48,0,317,5/30,25.40,1,71.0,0.0,-6.91
AD Mathews,2015-2017,Kolkata Knight Riders,Sri Lanka,124.3,Medium,3858,81*,27.36,0,102,4/19,30.87,0,74.0,0.0,-3.51
DJ Muthuswami,2015-2015,Kolkata Knight Riders,Delhi Daredevils,33.3,Medium,11,4,3.66,0,37,4/27,19.81,0,8.0,0.0,-16.14
GS Sandhu,2015-2015,Kolkata Knight Riders,Sydney Thunder,91.1,Medium,110,20*,9.16,0,77,4/22,26.09,0,19.0,0.0,-16.92
J Yadav,2015-2017,Kolkata Knight Riders,Delhi Daredevils,104.9,Offbreak,388,39,14.92,0,52,4/22,32.63,0,40.0,0.0,-17.71
JA Morkel,2015-2015,Kolkata Knight Riders,South Africa,139.2,Medium,4248,73*,26.38,0,248,4/25,25.43,0,71.0,0.0,0.95
SS Iyer,2015-2021,Kolkata Knight Riders,India,134.2,Legbreak,6578,147,34.08,3,1,1/28,81.00,0,102.0,0.0,-46.91
SS Tiwary,2015-2015,Kolkata Knight Riders,Mumbai Indians,120.5,,3454,69,29.02,0,0,-,-,0,68.0,0.0,-
Yuvraj Singh,2015-2015,Kolkata Knight Riders,India,131.5,Orthodox,4857,83,25.69,0,80,4/29,24.86,0,53.0,0.0,0.83
Z Khan,2015-2017,Kolkata Knight Riders,India,85.5,Medium,,,,,,,,,,,
CH Morris,2016-2019,Kolkata Knight Riders,South Africa,146.3,Medium,1868,82*,20.08,0,290,4/9,22.21,0,104.0,0.0,-2.12
CR Brathwaite,2016-2017,Kolkata Knight Riders,West Indies,136.0,Medium,2385,64*,15.69,0,248,4/14,25.75,0,108.0,0.0,-10.05
KK Nair,2016-2025,Kolkata Knight Riders,Royal Challengers Bangalore,133.4,Offbreak,,,,,,,,,,,
RR Pant,2016-2024,Kolkata Knight Riders,India,141.8,,5291,128*,31.30,3,-,-,-,-,136.0,37.0,-
SV Samson,2016-2017,Kolkata Knight Riders,India,140.3,,7685,119,29.78,6,1,1/4,4.00,0,158.0,33.0,25.78
SW Billings,2016-2017,Kolkata Knight Riders,England,134.3,,7238,106,24.04,1,-,-,-,-,237.0,32.0,-
AP Tare,2017-2017,Kolkata Knight Riders,Mumbai Indians,123.5,,2630,82,28.27,0,-,-,-,-,71.0,20.0,-
AR Bawne,2017-2017,Kolkata Knight Riders,Delhi Daredevils,100.0,Offbreak,875,90*,35.00,0,3,2/12,30.00,0,13.0,0.0,5.00
CJ Anderson,2017-2017,Kolkata Knight Riders,New Zealand,131.0,Medium,3244,95*,24.20,0,46,2/10,34.06,0,62.0,0.0,-9.85
K Rabada,2017-2021,Kolkata Knight Riders,South Africa,109.2,Fast,502,44,10.91,0,284,4/21,23.69,0,76.0,0.0,-12.77
MN Samuels,2017-2017,Kolkata Knight Riders,West Indies,118.0,Offbreak,4571,106*,31.96,2,70,3/10,27.95,0,45.0,0.0,4.00
PJ Cummins,2017-2017,Kolkata Knight Riders,Australia,139.2,Fast,1001,66*,17.56,0,192,4/16,27.33,0,45.0,0.0,-9.77
Abhishek Sharma,2018-2018,Kolkata Knight Riders,India,170.3,Orthodox,4133,141,31.54,7,47,3/7,27.72,0,58.0,0.0,3.82
Avesh Khan,2018-2021,Kolkata Knight Riders,India,147.6,Medium,109,19*,9.08,0,165,5/17,25.89,1,32.0,0.0,-16.81
C Munro,2018-2019,Kolkata Knight Riders,New Zealand,140.1,Medium,11616,120,30.25,6,31,4/15,33.38,0,134.0,0.0,-3.13
CJ Dala,2018-2018,Kolkata Knight Riders,South Africa,92.5,Medium,233,27*,12.26,0,145,5/26,23.60,1,35.0,0.0,-11.34
DT Christian,2018-2018,Kolkata Knight Riders,Australia,137.9,Medium,5848,129,22.66,2,281,5/14,28.95,2,186.0,0.0,-6.28
HV Patel,2018-2020,Kolkata Knight Riders,India,124.6,Medium,1289,82,15.71,0,260,5/12,23.37,2,47.0,0.0,-7.65
JJ Roy,2018-2018,Kolkata Knight Riders,England,140.0,,10554,145*,27.20,6,1,1/23,39.00,0,202.0,0.0,-11.79
LE Plunkett,2018-2018,Kolkata Knight Riders,England,130.3,Medium,835,41,14.15,0,154,5/31,27.89,1,44.0,0.0,-13.74
PP Shaw,2018-2024,Kolkata Knight Riders,India,151.6,Offbreak,2902,134,25.01,1,-,-,-,-,32.0,0.0,-
R Tewatia,2018-2019,Kolkata Knight Riders,Rajasthan Royals,137.3,Legbreak,2107,59*,26.01,0,69,3/4,26.34,0,68.0,0.0,-0.33
S Lamichhane,2018-2019,Kolkata Knight Riders,World-XI,87.7,Legbreak,142,16*,6.76,0,225,5/9,16.90,1,35.0,0.0,-10.14
TA Boult,2018-2019,Kolkata Knight Riders,New Zealand,116.7,Medium,307,23*,10.96,0,329,4/13,25.31,0,97.0,0.0,-14.34
V Shankar,2018-2018,Kolkata Knight Riders,India,131.0,Medium,2454,69*,26.67,0,36,3/12,33.02,0,68.0,0.0,-6.35
AR Patel,2019-2025,Kolkata Knight Riders,India,135.9,Orthodox,3377,70*,23.45,0,247,4/21,27.61,0,124.0,0.0,-4.16
GH Vihari,2019-2019,Kolkata Knight Riders,Sunrisers Hyderabad,97.7,Offbreak,1707,84*,21.88,0,27,3/21,22.51,0,34.0,2.0,-0.63
I Sharma,2019-2024,Kolkata Knight Riders,India,83.3,Medium,67,10*,8.37,0,155,5/12,31.79,1,33.0,0.0,-23.41
J Suchith,2019-2019,Kolkata Knight Riders,Mumbai Indians,124.4,Orthodox,349,34*,13.96,0,74,3/2,28.58,0,41.0,0.0,-14.62
KMA Paul,2019-2019,Kolkata Knight Riders,West Indies,125.3,Medium,1262,56,16.82,0,92,5/15,30.86,1,59.0,0.0,-14.04
SE Rutherford,2019-2019,Kolkata Knight Riders,West Indies,138.4,Medium,3610,86,23.59,0,13,3/19,38.53,0,70.0,0.0,-14.94
A Nortje,2020-2024,Kolkata Knight Riders,South Africa,95.0,Fast,185,25,8.04,0,181,4/7,22.90,0,38.0,0.0,-14.85
AM Rahane,2020-2021,Kolkata Knight Riders,India,125.0,Medium,7242,105*,29.92,2,1,1/5,5.00,0,120.0,0.0,24.92
AT Carey,2020-2020,Kolkata Knight Riders,Australia,129.5,Medium,2466,101,28.02,2,-,-,-,-,79.0,17.0,-
DR Sams,2020-2020,Kolkata Knight Riders,Australia,151.6,Medium,,,,,,,,,,,
MM Sharma,2020-2025,Kolkata Knight Riders,India,95.4,Medium,169,21*,7.04,0,167,5/10,28.65,1,39.0,0.0,-21.61
MP Stoinis,2020-2021,Kolkata Knight Riders,Australia,137.1,Medium,6843,147*,29.36,2,179,4/15,26.84,0,85.0,0.0,2.52
P Dubey,2020-2023,Kolkata Knight Riders,Delhi Capitals,97.0,Legbreak,153,33,12.75,0,25,4/19,21.60,0,15.0,0.0,-8.84
R Ashwin,2020-2021,Kolkata Knight Riders,India,129.8,Offbreak,1233,50,14.50,0,317,4/8,26.94,0,79.0,0.0,-12.44
SO Hetmyer,2020-2021,Kolkata Knight Riders,West Indies,142.4,Legbreak,5938,100,26.50,1,-,-,-,-,158.0,0.0,-
TU Deshpande,2020-2020,Kolkata Knight Riders,India,118.2,Medium,51,20*,7.28,0,127,4/13,22.55,0,16.0,0.0,-15.27
CR Woakes,2021-2021,Kolkata Knight Riders,England,125.9,Medium,1031,57*,20.21,0,177,4/21,25.24,0,64.0,0.0,-5.02
LI Meriwala,2021-2021,Kolkata Knight Riders,Delhi Capitals,,Medium,19,9*,9.50,0,109,5/8,16.81,3,19.0,0.0,-7.31
Lalit Yadav,2021-2024,Kolkata Knight Riders,Delhi Capitals,122.1,Offbreak,1077,66*,29.10,0,53,3/10,26.66,0,47.0,0.0,2.44
RV Patel,2021-2023,Kolkata Knight Riders,Delhi Capitals,128.6,Medium,495,41*,21.52,0,1,1/23,112.00,0,12.0,0.0,-90.47
SPD Smith,2021-2021,Kolkata Knight Riders,Australia,130.6,Legbreak,5943,125*,31.95,4,54,4/13,19.55,0,149.0,0.0,12.39
TK Curran,2021-2021,Kolkata Knight Riders,England,143.5,Medium,2396,67*,21.58,0,255,4/15,25.52,0,66.0,0.0,-3.93
C Sakariya,2022-2023,Kolkata Knight Riders,India,62.5,Medium,25,7,3.57,0,65,5/11,20.76,1,13.0,0.0,-17.19
KK Ahmed,2022-2024,Kolkata Knight Riders,India,28.0,Medium,11,3*,1.57,0,159,5/18,25.15,1,21.0,0.0,-23.58
KL Nagarkoti,2022-2022,Kolkata Knight Riders,Kolkata Knight Riders,65.8,Fast,109,39*,9.90,0,29,3/14,27.06,0,11.0,0.0,-17.15
KS Bharat,2022-2022,Kolkata Knight Riders,Royal Challengers Bangalore,123.0,,1573,93*,23.13,0,-,-,-,-,63.0,14.0,-
Kuldeep Yadav,2022-2025,Kolkata Knight Riders,India,84.4,Chinaman,298,35*,13.54,0,223,5/17,20.99,3,41.0,0.0,-7.44
MR Marsh,2022-2024,Kolkata Knight Riders,Australia,136.5,Medium,5222,117,32.43,2,85,4/6,25.75,0,81.0,0.0,6.68
Mandeep Singh,2022-2022,Kolkata Knight Riders,India,124.8,Orthodox,4043,99*,27.88,0,16,3/21,27.93,0,79.0,0.0,-0.05
Mustafizur Rahman,2022-2025,Kolkata Knight Riders,Bangladesh,71.4,Medium,196,21*,5.93,0,372,6/10,21.29,4,58.0,0.0,-15.35
R Powell,2022-2023,Kolkata Knight Riders,West Indies,141.4,Medium,5338,107,24.94,1,26,2/21,45.84,0,149.0,0.0,-20.90
SN Khan,2022-2023,Kolkata Knight Riders,Royal Challengers Bangalore,128.9,Offbreak,1188,67,22.41,0,0,-,-,0,38.0,0.0,-
SN Thakur,2022-2022,Kolkata Knight Riders,India,145.4,Medium,459,68,10.92,0,202,4/25,26.92,0,54.0,0.0,-15.99
TL Seifert,2022-2022,Kolkata Knight Riders,New Zealand,135.0,,6584,125*,28.50,4,-,-,-,-,181.0,37.0,-
Abishek Porel,2023-2025,Kolkata Knight Riders,Delhi Capitals,149.1,,1257,81,29.92,0,-,-,-,-,16.0,1.0,-
Aman Hakim Khan,2023-2023,Kolkata Knight Riders,Kolkata Knight Riders,128.1,Offbreak,263,51,15.47,0,4,2/14,40.75,0,17.0,0.0,-25.27
MK Pandey,2023-2023,Kolkata Knight Riders,India,122.0,Offbreak,7100,129*,31.69,3,10,4/27,21.20,0,152.0,2.0,10.49
Mukesh Kumar,2023-2025,Kolkata Knight Riders,India,70.8,Medium,20,6*,6.66,0,83,4/22,28.38,0,22.0,0.0,-21.71
PD Salt,2023-2023,Kolkata Knight Riders,England,155.9,Offbreak,7763,141*,28.12,4,-,-,-,-,165.0,14.0,-
PK Garg,2023-2023,Kolkata Knight Riders,Sunrisers Hyderabad,115.9,Medium,821,81,20.02,0,-,-,-,-,23.0,0.0,-
RR Rossouw,2023-2023,Kolkata Knight Riders,South Africa,147.9,Offbreak,9434,121,29.20,9,3,1/3,10.66,0,159.0,0.0,18.54
YV Dhull,2023-2023,Kolkata Knight Riders,Delhi Capitals,103.1,Offbreak,826,73,41.30,0,0,-,-,0,7.0,0.0,-
Gulbadin Naib,2024-2024,Kolkata Knight Riders,Afghanistan,129.9,Medium,2517,91,22.88,0,101,4/12,27.16,0,67.0,0.0,-4.28
J Fraser-McGurk,2024-2025,Kolkata Knight Riders,Australia,150.3,Legbreak,1689,95,20.34,0,0,-,-,0,48.0,0.0,-
JA Richardson,2024-2024,Kolkata Knight Riders,Australia,110.4,Fast,349,33*,13.96,0,124,4/9,22.89,0,30.0,0.0,-8.93
K Kushagra,2024-2024,Kolkata Knight Riders,Delhi Capitals,37.5,,254,55*,14.94,0,-,-,-,-,14.0,3.0,-
LB Williams,2024-2024,Kolkata Knight Riders,South Africa,57.4,Medium,85,17*,8.50,0,111,4/13,21.16,0,20.0,0.0,-12.66
RK Bhui,2024-2024,Kolkata Knight Riders,Sunrisers Hyderabad,152.6,Legbreak,1789,108*,33.75,2,0,-,-,0,18.0,0.0,-
Rasikh Salam,2024-2024,Kolkata Knight Riders,Mumbai Indians,95.7,Medium,,,,,,,,,,,
SD Hope,2024-2024,Kolkata Knight Riders,West Indies,129.2,,4939,106,30.48,3,-,-,-,-,88.0,15.0,-
