Player,Span,Team,Record Type,StartYear,EndYear
AD Mathews,2009-2010,Deccan Chargers,Batting,2009,2010
CH Gayle,2009-2010,Deccan Chargers,Bowling,2009,2010
CK Langeveldt,2009-2010,Deccan Chargers,Bowling,2009,2010
AD Mathews,2009-2010,Deccan Chargers,Bowling,2009,2010
SE Bond,2010-2010,Deccan Chargers,Batting,2010,2010
RS Gavaskar,2010-2010,Deccan Chargers,Batting,2010,2010
Harpreet Singh,2010-2010,Deccan Chargers,Batting,2010,2010
MB Parmar,2010-2010,Deccan Chargers,Batting,2010,2010
CA Pujara,2010-2010,Deccan Chargers,Batting,2010,2010
OA Shah,2010-2010,Deccan Chargers,Batting,2010,2010
SE Bond,2010-2010,Deccan Chargers,Bowling,2010,2010
RS Gavaskar,2010-2010,Deccan Chargers,Bowling,2010,2010
Harpreet Singh,2010-2010,Deccan Chargers,Bowling,2010,2010
MB Parmar,2010-2010,Deccan Chargers,Bowling,2010,2010
CA Pujara,2010-2010,Deccan Chargers,Bowling,2010,2010
OA Shah,2010-2010,Deccan Chargers,Bowling,2010,2010
MK Tiwary,2010-2013,Deccan Chargers,Batting,2010,2013
MK Tiwary,2010-2013,Deccan Chargers,Bowling,2010,2013
JD Unadkat,2010-2016,Deccan Chargers,Batting,2010,2016
JD Unadkat,2010-2016,Deccan Chargers,Bowling,2010,2016
Mandeep Singh,2010-2023,Deccan Chargers,Batting,2010,2023
Mandeep Singh,2010-2023,Deccan Chargers,Bowling,2010,2023
MV Boucher,2011-2011,Deccan Chargers,Batting,2011,2011
SP Goswami,2011-2011,Deccan Chargers,Batting,2011,2011
BJ Haddin,2011-2011,Deccan Chargers,Batting,2011,2011
MV Boucher,2011-2011,Deccan Chargers,Bowling,2011,2011
SP Goswami,2011-2011,Deccan Chargers,Bowling,2011,2011
BJ Haddin,2011-2011,Deccan Chargers,Bowling,2011,2011
S Ladda,2011-2013,Deccan Chargers,Batting,2011,2013
L Balaji,2011-2013,Deccan Chargers,Batting,2011,2013
R Bhatia,2011-2013,Deccan Chargers,Batting,2011,2013
B Lee,2011-2013,Deccan Chargers,Batting,2011,2013
S Ladda,2011-2013,Deccan Chargers,Bowling,2011,2013
L Balaji,2011-2013,Deccan Chargers,Bowling,2011,2013
R Bhatia,2011-2013,Deccan Chargers,Bowling,2011,2013
B Lee,2011-2013,Deccan Chargers,Bowling,2011,2013
MS Bisla,2011-2014,Deccan Chargers,Batting,2011,2014
JH Kallis,2011-2014,Deccan Chargers,Batting,2011,2014
MS Bisla,2011-2014,Deccan Chargers,Bowling,2011,2014
JH Kallis,2011-2014,Deccan Chargers,Bowling,2011,2014
RN ten Doeschate,2011-2015,Deccan Chargers,Batting,2011,2015
RN ten Doeschate,2011-2015,Deccan Chargers,Bowling,2011,2015
G Gambhir,2011-2017,Deccan Chargers,Batting,2011,2017
YK Pathan,2011-2017,Deccan Chargers,Batting,2011,2017
G Gambhir,2011-2017,Deccan Chargers,Bowling,2011,2017
YK Pathan,2011-2017,Deccan Chargers,Bowling,2011,2017
EJG Morgan,2011-2021,Deccan Chargers,Batting,2011,2021
Shakib Al Hasan,2011-2021,Deccan Chargers,Batting,2011,2021
EJG Morgan,2011-2021,Deccan Chargers,Bowling,2011,2021
Shakib Al Hasan,2011-2021,Deccan Chargers,Bowling,2011,2021
M de Lange,2012-2012,Deccan Chargers,Batting,2012,2012
M de Lange,2012-2012,Deccan Chargers,Bowling,2012,2012
PJ Sangwan,2012-2013,Deccan Chargers,Batting,2012,2013
PJ Sangwan,2012-2013,Deccan Chargers,Bowling,2012,2013
SP Narine,2012-2025,Deccan Chargers,Batting,2012,2025
SP Narine,2012-2025,Deccan Chargers,Bowling,2012,2025
P Dogra,2013-2013,Deccan Chargers,Batting,2013,2013
R McLaren,2013-2013,Deccan Chargers,Batting,2013,2013
Mohammed Shami,2013-2013,Deccan Chargers,Batting,2013,2013
S Narwal,2013-2013,Deccan Chargers,Batting,2013,2013
SMSM Senanayake,2013-2013,Deccan Chargers,Batting,2013,2013
P Dogra,2013-2013,Deccan Chargers,Bowling,2013,2013
R McLaren,2013-2013,Deccan Chargers,Bowling,2013,2013
Mohammed Shami,2013-2013,Deccan Chargers,Bowling,2013,2013
S Narwal,2013-2013,Deccan Chargers,Bowling,2013,2013
SMSM Senanayake,2013-2013,Deccan Chargers,Bowling,2013,2013
M Morkel,2014-2016,Deccan Chargers,Batting,2014,2016
M Morkel,2014-2016,Deccan Chargers,Bowling,2014,2016
SA Yadav,2014-2017,Deccan Chargers,Batting,2014,2017
SA Yadav,2014-2017,Deccan Chargers,Bowling,2014,2017
R Vinay Kumar,2014-2018,Deccan Chargers,Batting,2014,2018
R Vinay Kumar,2014-2018,Deccan Chargers,Bowling,2014,2018
PP Chawla,2014-2019,Deccan Chargers,Batting,2014,2019
CA Lynn,2014-2019,Deccan Chargers,Batting,2014,2019
RV Uthappa,2014-2019,Deccan Chargers,Batting,2014,2019
PP Chawla,2014-2019,Deccan Chargers,Bowling,2014,2019
CA Lynn,2014-2019,Deccan Chargers,Bowling,2014,2019
RV Uthappa,2014-2019,Deccan Chargers,Bowling,2014,2019
PJ Cummins,2014-2022,Deccan Chargers,Batting,2014,2022
PJ Cummins,2014-2022,Deccan Chargers,Bowling,2014,2022
UT Yadav,2014-2023,Deccan Chargers,Batting,2014,2023
UT Yadav,2014-2023,Deccan Chargers,Bowling,2014,2023
MK Pandey,2014-2025,Deccan Chargers,Batting,2014,2025
AD Russell,2014-2025,Deccan Chargers,Batting,2014,2025
MK Pandey,2014-2025,Deccan Chargers,Bowling,2014,2025
AD Russell,2014-2025,Deccan Chargers,Bowling,2014,2025
Azhar Mahmood,2015-2015,Deccan Chargers,Batting,2015,2015
J Botha,2015-2015,Deccan Chargers,Batting,2015,2015
Azhar Mahmood,2015-2015,Deccan Chargers,Bowling,2015,2015
J Botha,2015-2015,Deccan Chargers,Bowling,2015,2015
GB Hogg,2015-2016,Deccan Chargers,Batting,2015,2016
GB Hogg,2015-2016,Deccan Chargers,Bowling,2015,2016
KC Cariappa,2015-2019,Deccan Chargers,Batting,2015,2019
KC Cariappa,2015-2019,Deccan Chargers,Bowling,2015,2019
JW Hastings,2016-2016,Deccan Chargers,Batting,2016,2016
JO Holder,2016-2016,Deccan Chargers,Batting,2016,2016
C Munro,2016-2016,Deccan Chargers,Batting,2016,2016
R Sathish,2016-2016,Deccan Chargers,Batting,2016,2016
JW Hastings,2016-2016,Deccan Chargers,Bowling,2016,2016
JO Holder,2016-2016,Deccan Chargers,Bowling,2016,2016
C Munro,2016-2016,Deccan Chargers,Bowling,2016,2016
R Sathish,2016-2016,Deccan Chargers,Bowling,2016,2016
AS Rajpoot,2016-2017,Deccan Chargers,Batting,2016,2017
AS Rajpoot,2016-2017,Deccan Chargers,Bowling,2016,2017
Kuldeep Yadav,2016-2020,Deccan Chargers,Batting,2016,2020
Kuldeep Yadav,2016-2020,Deccan Chargers,Bowling,2016,2020
TA Boult,2017-2017,Deccan Chargers,Batting,2017,2017
DM Bravo,2017-2017,Deccan Chargers,Batting,2017,2017
NM Coulter-Nile,2017-2017,Deccan Chargers,Batting,2017,2017
C de Grandhomme,2017-2017,Deccan Chargers,Batting,2017,2017
IR Jaggi,2017-2017,Deccan Chargers,Batting,2017,2017
CR Woakes,2017-2017,Deccan Chargers,Batting,2017,2017
TA Boult,2017-2017,Deccan Chargers,Bowling,2017,2017
DM Bravo,2017-2017,Deccan Chargers,Bowling,2017,2017
NM Coulter-Nile,2017-2017,Deccan Chargers,Bowling,2017,2017
C de Grandhomme,2017-2017,Deccan Chargers,Bowling,2017,2017
IR Jaggi,2017-2017,Deccan Chargers,Bowling,2017,2017
CR Woakes,2017-2017,Deccan Chargers,Bowling,2017,2017
SP Jackson,2017-2022,Deccan Chargers,Batting,2017,2022
SP Jackson,2017-2022,Deccan Chargers,Bowling,2017,2022
TK Curran,2018-2018,Deccan Chargers,Batting,2018,2018
MG Johnson,2018-2018,Deccan Chargers,Batting,2018,2018
JPR Scantlebury-Searles,2018-2018,Deccan Chargers,Batting,2018,2018
TK Curran,2018-2018,Deccan Chargers,Bowling,2018,2018
MG Johnson,2018-2018,Deccan Chargers,Bowling,2018,2018
JPR Scantlebury-Searles,2018-2018,Deccan Chargers,Bowling,2018,2018
KD Karthik,2018-2021,Deccan Chargers,Batting,2018,2021
M Prasidh Krishna,2018-2021,Deccan Chargers,Batting,2018,2021
Shubman Gill,2018-2021,Deccan Chargers,Batting,2018,2021
KD Karthik,2018-2021,Deccan Chargers,Bowling,2018,2021
M Prasidh Krishna,2018-2021,Deccan Chargers,Bowling,2018,2021
Shubman Gill,2018-2021,Deccan Chargers,Bowling,2018,2021
Shivam Mavi,2018-2022,Deccan Chargers,Batting,2018,2022
Shivam Mavi,2018-2022,Deccan Chargers,Bowling,2018,2022
N Rana,2018-2024,Deccan Chargers,Batting,2018,2024
N Rana,2018-2024,Deccan Chargers,Bowling,2018,2024
RK Singh,2018-2025,Deccan Chargers,Batting,2018,2025
RK Singh,2018-2025,Deccan Chargers,Bowling,2018,2025
CR Brathwaite,2019-2019,Deccan Chargers,Batting,2019,2019
JL Denly,2019-2019,Deccan Chargers,Batting,2019,2019
HF Gurney,2019-2019,Deccan Chargers,Batting,2019,2019
Y Prithvi Raj,2019-2019,Deccan Chargers,Batting,2019,2019
CR Brathwaite,2019-2019,Deccan Chargers,Bowling,2019,2019
JL Denly,2019-2019,Deccan Chargers,Bowling,2019,2019
HF Gurney,2019-2019,Deccan Chargers,Bowling,2019,2019
Y Prithvi Raj,2019-2019,Deccan Chargers,Bowling,2019,2019
NS Naik,2019-2020,Deccan Chargers,Batting,2019,2020
NS Naik,2019-2020,Deccan Chargers,Bowling,2019,2020
S Sandeep Warrier,2019-2021,Deccan Chargers,Batting,2019,2021
S Sandeep Warrier,2019-2021,Deccan Chargers,Bowling,2019,2021
LH Ferguson,2019-2023,Deccan Chargers,Batting,2019,2023
LH Ferguson,2019-2023,Deccan Chargers,Bowling,2019,2023
T Banton,2020-2020,Deccan Chargers,Batting,2020,2020
CJ Green,2020-2020,Deccan Chargers,Batting,2020,2020
T Banton,2020-2020,Deccan Chargers,Bowling,2020,2020
CJ Green,2020-2020,Deccan Chargers,Bowling,2020,2020
KL Nagarkoti,2020-2021,Deccan Chargers,Batting,2020,2021
RA Tripathi,2020-2021,Deccan Chargers,Batting,2020,2021
KL Nagarkoti,2020-2021,Deccan Chargers,Bowling,2020,2021
RA Tripathi,2020-2021,Deccan Chargers,Bowling,2020,2021
CV Varun,2020-2025,Deccan Chargers,Batting,2020,2025
CV Varun,2020-2025,Deccan Chargers,Bowling,2020,2025
Harbhajan Singh,2021-2021,Deccan Chargers,Batting,2021,2021
TL Seifert,2021-2021,Deccan Chargers,Batting,2021,2021
Harbhajan Singh,2021-2021,Deccan Chargers,Bowling,2021,2021
TL Seifert,2021-2021,Deccan Chargers,Bowling,2021,2021
TG Southee,2021-2023,Deccan Chargers,Batting,2021,2023
TG Southee,2021-2023,Deccan Chargers,Bowling,2021,2023
VR Iyer,2021-2025,Deccan Chargers,Batting,2021,2025
VR Iyer,2021-2025,Deccan Chargers,Bowling,2021,2025
Aman Hakim Khan,2022-2022,Deccan Chargers,Batting,2022,2022
SW Billings,2022-2022,Deccan Chargers,Batting,2022,2022
AJ Finch,2022-2022,Deccan Chargers,Batting,2022,2022
B Indrajith,2022-2022,Deccan Chargers,Batting,2022,2022
Rasikh Salam,2022-2022,Deccan Chargers,Batting,2022,2022
A Tomar,2022-2022,Deccan Chargers,Batting,2022,2022
Aman Hakim Khan,2022-2022,Deccan Chargers,Bowling,2022,2022
SW Billings,2022-2022,Deccan Chargers,Bowling,2022,2022
AJ Finch,2022-2022,Deccan Chargers,Bowling,2022,2022
B Indrajith,2022-2022,Deccan Chargers,Bowling,2022,2022
Rasikh Salam,2022-2022,Deccan Chargers,Bowling,2022,2022
A Tomar,2022-2022,Deccan Chargers,Bowling,2022,2022
SS Iyer,2022-2024,Deccan Chargers,Batting,2022,2024
SS Iyer,2022-2024,Deccan Chargers,Bowling,2022,2024
Harshit Rana,2022-2025,Deccan Chargers,Batting,2022,2025
AM Rahane,2022-2025,Deccan Chargers,Batting,2022,2025
AS Roy,2022-2025,Deccan Chargers,Batting,2022,2025
Harshit Rana,2022-2025,Deccan Chargers,Bowling,2022,2025
AM Rahane,2022-2025,Deccan Chargers,Bowling,2022,2025
AS Roy,2022-2025,Deccan Chargers,Bowling,2022,2025
N Jagadeesan,2023-2023,Deccan Chargers,Batting,2023,2023
K Khejroliya,2023-2023,Deccan Chargers,Batting,2023,2023
Litton Das,2023-2023,Deccan Chargers,Batting,2023,2023
JJ Roy,2023-2023,Deccan Chargers,Batting,2023,2023
SN Thakur,2023-2023,Deccan Chargers,Batting,2023,2023
D Wiese,2023-2023,Deccan Chargers,Batting,2023,2023
N Jagadeesan,2023-2023,Deccan Chargers,Bowling,2023,2023
K Khejroliya,2023-2023,Deccan Chargers,Bowling,2023,2023
Litton Das,2023-2023,Deccan Chargers,Bowling,2023,2023
JJ Roy,2023-2023,Deccan Chargers,Bowling,2023,2023
SN Thakur,2023-2023,Deccan Chargers,Bowling,2023,2023
D Wiese,2023-2023,Deccan Chargers,Bowling,2023,2023
Suyash Sharma,2023-2024,Deccan Chargers,Batting,2023,2024
Suyash Sharma,2023-2024,Deccan Chargers,Bowling,2023,2024
VG Arora,2023-2025,Deccan Chargers,Batting,2023,2025
Rahmanullah Gurbaz,2023-2025,Deccan Chargers,Batting,2023,2025
VG Arora,2023-2025,Deccan Chargers,Bowling,2023,2025
Rahmanullah Gurbaz,2023-2025,Deccan Chargers,Bowling,2023,2025
PVD Chameera,2024-2024,Deccan Chargers,Batting,2024,2024
PD Salt,2024-2024,Deccan Chargers,Batting,2024,2024
MA Starc,2024-2024,Deccan Chargers,Batting,2024,2024
PVD Chameera,2024-2024,Deccan Chargers,Bowling,2024,2024
PD Salt,2024-2024,Deccan Chargers,Bowling,2024,2024
MA Starc,2024-2024,Deccan Chargers,Bowling,2024,2024
A Raghuvanshi,2024-2025,Deccan Chargers,Batting,2024,2025
Ramandeep Singh,2024-2025,Deccan Chargers,Batting,2024,2025
A Raghuvanshi,2024-2025,Deccan Chargers,Bowling,2024,2025
Ramandeep Singh,2024-2025,Deccan Chargers,Bowling,2024,2025
MM Ali,2025-2025,Deccan Chargers,Batting,2025,2025
Q de Kock,2025-2025,Deccan Chargers,Batting,2025,2025
SH Johnson,2025-2025,Deccan Chargers,Batting,2025,2025
A Nortje,2025-2025,Deccan Chargers,Batting,2025,2025
R Powell,2025-2025,Deccan Chargers,Batting,2025,2025
C Sakariya,2025-2025,Deccan Chargers,Batting,2025,2025
MM Ali,2025-2025,Deccan Chargers,Bowling,2025,2025
Q de Kock,2025-2025,Deccan Chargers,Bowling,2025,2025
SH Johnson,2025-2025,Deccan Chargers,Bowling,2025,2025
A Nortje,2025-2025,Deccan Chargers,Bowling,2025,2025
R Powell,2025-2025,Deccan Chargers,Bowling,2025,2025
C Sakariya,2025-2025,Deccan Chargers,Bowling,2025,2025
P Dharmani,2008-2008,Delhi Daredevils,Batting,2008,2008
Gagandeep Singh,2008-2008,Delhi Daredevils,Batting,2008,2008
JR Hopes,2008-2008,Delhi Daredevils,Batting,2008,2008
U Kaul,2008-2008,Delhi Daredevils,Batting,2008,2008
RR Sarwan,2008-2008,Delhi Daredevils,Batting,2008,2008
P Dharmani,2008-2008,Delhi Daredevils,Bowling,2008,2008
Gagandeep Singh,2008-2008,Delhi Daredevils,Bowling,2008,2008
JR Hopes,2008-2008,Delhi Daredevils,Bowling,2008,2008
U Kaul,2008-2008,Delhi Daredevils,Bowling,2008,2008
RR Sarwan,2008-2008,Delhi Daredevils,Bowling,2008,2008
SM Katich,2008-2009,Delhi Daredevils,Batting,2008,2009
WA Mota,2008-2009,Delhi Daredevils,Batting,2008,2009
TM Srivastava,2008-2009,Delhi Daredevils,Batting,2008,2009
SM Katich,2008-2009,Delhi Daredevils,Bowling,2008,2009
WA Mota,2008-2009,Delhi Daredevils,Bowling,2008,2009
TM Srivastava,2008-2009,Delhi Daredevils,Bowling,2008,2009
K Goel,2008-2010,Delhi Daredevils,Batting,2008,2010
DPMD Jayawardene,2008-2010,Delhi Daredevils,Batting,2008,2010
B Lee,2008-2010,Delhi Daredevils,Batting,2008,2010
IK Pathan,2008-2010,Delhi Daredevils,Batting,2008,2010
KC Sangakkara,2008-2010,Delhi Daredevils,Batting,2008,2010
VRV Singh,2008-2010,Delhi Daredevils,Batting,2008,2010
S Sohal,2008-2010,Delhi Daredevils,Batting,2008,2010
S Sreesanth,2008-2010,Delhi Daredevils,Batting,2008,2010
K Goel,2008-2010,Delhi Daredevils,Bowling,2008,2010
DPMD Jayawardene,2008-2010,Delhi Daredevils,Bowling,2008,2010
B Lee,2008-2010,Delhi Daredevils,Bowling,2008,2010
IK Pathan,2008-2010,Delhi Daredevils,Bowling,2008,2010
KC Sangakkara,2008-2010,Delhi Daredevils,Bowling,2008,2010
VRV Singh,2008-2010,Delhi Daredevils,Bowling,2008,2010
S Sohal,2008-2010,Delhi Daredevils,Bowling,2008,2010
S Sreesanth,2008-2010,Delhi Daredevils,Bowling,2008,2010
RR Powar,2008-2012,Delhi Daredevils,Batting,2008,2012
RR Powar,2008-2012,Delhi Daredevils,Bowling,2008,2012
PP Chawla,2008-2013,Delhi Daredevils,Batting,2008,2013
LA Pomersbach,2008-2013,Delhi Daredevils,Batting,2008,2013
PP Chawla,2008-2013,Delhi Daredevils,Bowling,2008,2013
LA Pomersbach,2008-2013,Delhi Daredevils,Bowling,2008,2013
SE Marsh,2008-2017,Delhi Daredevils,Batting,2008,2017
SE Marsh,2008-2017,Delhi Daredevils,Bowling,2008,2017
Yuvraj Singh,2008-2018,Delhi Daredevils,Batting,2008,2018
Yuvraj Singh,2008-2018,Delhi Daredevils,Bowling,2008,2018
RR Bose,2009-2009,Delhi Daredevils,Batting,2009,2009
T Kohli,2009-2009,Delhi Daredevils,Batting,2009,2009
RR Bose,2009-2009,Delhi Daredevils,Bowling,2009,2009
T Kohli,2009-2009,Delhi Daredevils,Bowling,2009,2009
YA Abdulla,2009-2010,Delhi Daredevils,Batting,2009,2010
RS Bopara,2009-2010,Delhi Daredevils,Batting,2009,2010
YA Abdulla,2009-2010,Delhi Daredevils,Bowling,2009,2010
RS Bopara,2009-2010,Delhi Daredevils,Bowling,2009,2010
VS Malik,2009-2011,Delhi Daredevils,Batting,2009,2011
VS Malik,2009-2011,Delhi Daredevils,Bowling,2009,2011
AB Barath,2010-2010,Delhi Daredevils,Batting,2010,2010
MS Bisla,2010-2010,Delhi Daredevils,Batting,2010,2010
M Kaif,2010-2010,Delhi Daredevils,Batting,2010,2010
RS Sodhi,2010-2010,Delhi Daredevils,Batting,2010,2010
J Theron,2010-2010,Delhi Daredevils,Batting,2010,2010
AB Barath,2010-2010,Delhi Daredevils,Bowling,2010,2010
MS Bisla,2010-2010,Delhi Daredevils,Bowling,2010,2010
M Kaif,2010-2010,Delhi Daredevils,Bowling,2010,2010
RS Sodhi,2010-2010,Delhi Daredevils,Bowling,2010,2010
J Theron,2010-2010,Delhi Daredevils,Bowling,2010,2010
L Ablish,2010-2011,Delhi Daredevils,Batting,2010,2011
SJ Srivastava,2010-2011,Delhi Daredevils,Batting,2010,2011
L Ablish,2010-2011,Delhi Daredevils,Bowling,2010,2011
SJ Srivastava,2010-2011,Delhi Daredevils,Bowling,2010,2011
Bipul Sharma,2010-2013,Delhi Daredevils,Batting,2010,2013
Bipul Sharma,2010-2013,Delhi Daredevils,Bowling,2010,2013
KD Karthik,2011-2011,Delhi Daredevils,Batting,2011,2011
R McLaren,2011-2011,Delhi Daredevils,Batting,2011,2011
NJ Rimmington,2011-2011,Delhi Daredevils,Batting,2011,2011
Sunny Singh,2011-2011,Delhi Daredevils,Batting,2011,2011
KD Karthik,2011-2011,Delhi Daredevils,Bowling,2011,2011
R McLaren,2011-2011,Delhi Daredevils,Bowling,2011,2011
NJ Rimmington,2011-2011,Delhi Daredevils,Bowling,2011,2011
Sunny Singh,2011-2011,Delhi Daredevils,Bowling,2011,2011
SD Chitnis,2011-2012,Delhi Daredevils,Batting,2011,2012
AM Nayar,2011-2012,Delhi Daredevils,Batting,2011,2012
SD Chitnis,2011-2012,Delhi Daredevils,Bowling,2011,2012
AM Nayar,2011-2012,Delhi Daredevils,Bowling,2011,2012
BA Bhatt,2011-2013,Delhi Daredevils,Batting,2011,2013
AC Gilchrist,2011-2013,Delhi Daredevils,Batting,2011,2013
RJ Harris,2011-2013,Delhi Daredevils,Batting,2011,2013
DJ Hussey,2011-2013,Delhi Daredevils,Batting,2011,2013
P Kumar,2011-2013,Delhi Daredevils,Batting,2011,2013
PC Valthaty,2011-2013,Delhi Daredevils,Batting,2011,2013
BA Bhatt,2011-2013,Delhi Daredevils,Bowling,2011,2013
AC Gilchrist,2011-2013,Delhi Daredevils,Bowling,2011,2013
RJ Harris,2011-2013,Delhi Daredevils,Bowling,2011,2013
DJ Hussey,2011-2013,Delhi Daredevils,Bowling,2011,2013
P Kumar,2011-2013,Delhi Daredevils,Bowling,2011,2013
PC Valthaty,2011-2013,Delhi Daredevils,Bowling,2011,2013
Mandeep Singh,2011-2021,Delhi Daredevils,Batting,2011,2021
Mandeep Singh,2011-2021,Delhi Daredevils,Bowling,2011,2021
P Dogra,2012-2012,Delhi Daredevils,Batting,2012,2012
JP Faulkner,2012-2012,Delhi Daredevils,Batting,2012,2012
N Saini,2012-2012,Delhi Daredevils,Batting,2012,2012
P Dogra,2012-2012,Delhi Daredevils,Bowling,2012,2012
JP Faulkner,2012-2012,Delhi Daredevils,Bowling,2012,2012
N Saini,2012-2012,Delhi Daredevils,Bowling,2012,2012
Azhar Mahmood,2012-2013,Delhi Daredevils,Batting,2012,2013
Harmeet Singh,2012-2013,Delhi Daredevils,Batting,2012,2013
AD Mascarenhas,2012-2013,Delhi Daredevils,Batting,2012,2013
Azhar Mahmood,2012-2013,Delhi Daredevils,Bowling,2012,2013
Harmeet Singh,2012-2013,Delhi Daredevils,Bowling,2012,2013
AD Mascarenhas,2012-2013,Delhi Daredevils,Bowling,2012,2013
P Awana,2012-2014,Delhi Daredevils,Batting,2012,2014
P Awana,2012-2014,Delhi Daredevils,Bowling,2012,2014
Gurkeerat Singh,2012-2017,Delhi Daredevils,Batting,2012,2017
Gurkeerat Singh,2012-2017,Delhi Daredevils,Bowling,2012,2017
DA Miller,2012-2019,Delhi Daredevils,Batting,2012,2019
DA Miller,2012-2019,Delhi Daredevils,Bowling,2012,2019
MS Gony,2013-2013,Delhi Daredevils,Batting,2013,2013
MG Neser,2013-2013,Delhi Daredevils,Batting,2013,2013
R Sathish,2013-2013,Delhi Daredevils,Batting,2013,2013
MS Gony,2013-2013,Delhi Daredevils,Bowling,2013,2013
MG Neser,2013-2013,Delhi Daredevils,Bowling,2013,2013
R Sathish,2013-2013,Delhi Daredevils,Bowling,2013,2013
M Vohra,2013-2017,Delhi Daredevils,Batting,2013,2017
M Vohra,2013-2017,Delhi Daredevils,Bowling,2013,2017
Sandeep Sharma,2013-2022,Delhi Daredevils,Batting,2013,2022
Sandeep Sharma,2013-2022,Delhi Daredevils,Bowling,2013,2022
L Balaji,2014-2014,Delhi Daredevils,Batting,2014,2014
M Kartik,2014-2014,Delhi Daredevils,Batting,2014,2014
CA Pujara,2014-2014,Delhi Daredevils,Batting,2014,2014
L Balaji,2014-2014,Delhi Daredevils,Bowling,2014,2014
M Kartik,2014-2014,Delhi Daredevils,Bowling,2014,2014
CA Pujara,2014-2014,Delhi Daredevils,Bowling,2014,2014
GJ Bailey,2014-2015,Delhi Daredevils,Batting,2014,2015
BE Hendricks,2014-2015,Delhi Daredevils,Batting,2014,2015
Karanveer Singh,2014-2015,Delhi Daredevils,Batting,2014,2015
V Sehwag,2014-2015,Delhi Daredevils,Batting,2014,2015
Shivam Sharma,2014-2015,Delhi Daredevils,Batting,2014,2015
GJ Bailey,2014-2015,Delhi Daredevils,Bowling,2014,2015
BE Hendricks,2014-2015,Delhi Daredevils,Bowling,2014,2015
Karanveer Singh,2014-2015,Delhi Daredevils,Bowling,2014,2015
V Sehwag,2014-2015,Delhi Daredevils,Bowling,2014,2015
Shivam Sharma,2014-2015,Delhi Daredevils,Bowling,2014,2015
MG Johnson,2014-2016,Delhi Daredevils,Batting,2014,2016
MG Johnson,2014-2016,Delhi Daredevils,Bowling,2014,2016
WP Saha,2014-2017,Delhi Daredevils,Batting,2014,2017
WP Saha,2014-2017,Delhi Daredevils,Bowling,2014,2017
AR Patel,2014-2018,Delhi Daredevils,Batting,2014,2018
AR Patel,2014-2018,Delhi Daredevils,Bowling,2014,2018
R Dhawan,2014-2024,Delhi Daredevils,Batting,2014,2024
R Dhawan,2014-2024,Delhi Daredevils,Bowling,2014,2024
GJ Maxwell,2014-2025,Delhi Daredevils,Batting,2014,2025
GJ Maxwell,2014-2025,Delhi Daredevils,Bowling,2014,2025
NLTC Perera,2015-2015,Delhi Daredevils,Batting,2015,2015
SN Thakur,2015-2015,Delhi Daredevils,Batting,2015,2015
NLTC Perera,2015-2015,Delhi Daredevils,Bowling,2015,2015
SN Thakur,2015-2015,Delhi Daredevils,Bowling,2015,2015
M Vijay,2015-2016,Delhi Daredevils,Batting,2015,2016
M Vijay,2015-2016,Delhi Daredevils,Bowling,2015,2016
Anureet Singh,2015-2017,Delhi Daredevils,Batting,2015,2017
Anureet Singh,2015-2017,Delhi Daredevils,Bowling,2015,2017
KJ Abbott,2016-2016,Delhi Daredevils,Batting,2016,2016
F Behardien,2016-2016,Delhi Daredevils,Batting,2016,2016
NS Naik,2016-2016,Delhi Daredevils,Batting,2016,2016
P Sahu,2016-2016,Delhi Daredevils,Batting,2016,2016
KJ Abbott,2016-2016,Delhi Daredevils,Bowling,2016,2016
F Behardien,2016-2016,Delhi Daredevils,Bowling,2016,2016
NS Naik,2016-2016,Delhi Daredevils,Bowling,2016,2016
P Sahu,2016-2016,Delhi Daredevils,Bowling,2016,2016
HM Amla,2016-2017,Delhi Daredevils,Batting,2016,2017
KC Cariappa,2016-2017,Delhi Daredevils,Batting,2016,2017
Swapnil Singh,2016-2017,Delhi Daredevils,Batting,2016,2017
HM Amla,2016-2017,Delhi Daredevils,Bowling,2016,2017
KC Cariappa,2016-2017,Delhi Daredevils,Bowling,2016,2017
Swapnil Singh,2016-2017,Delhi Daredevils,Bowling,2016,2017
MM Sharma,2016-2018,Delhi Daredevils,Batting,2016,2018
MM Sharma,2016-2018,Delhi Daredevils,Bowling,2016,2018
MP Stoinis,2016-2025,Delhi Daredevils,Batting,2016,2025
MP Stoinis,2016-2025,Delhi Daredevils,Bowling,2016,2025
VR Aaron,2017-2017,Delhi Daredevils,Batting,2017,2017
MJ Guptill,2017-2017,Delhi Daredevils,Batting,2017,2017
MJ Henry,2017-2017,Delhi Daredevils,Batting,2017,2017
EJG Morgan,2017-2017,Delhi Daredevils,Batting,2017,2017
T Natarajan,2017-2017,Delhi Daredevils,Batting,2017,2017
I Sharma,2017-2017,Delhi Daredevils,Batting,2017,2017
R Tewatia,2017-2017,Delhi Daredevils,Batting,2017,2017
VR Aaron,2017-2017,Delhi Daredevils,Bowling,2017,2017
MJ Guptill,2017-2017,Delhi Daredevils,Bowling,2017,2017
MJ Henry,2017-2017,Delhi Daredevils,Bowling,2017,2017
EJG Morgan,2017-2017,Delhi Daredevils,Bowling,2017,2017
T Natarajan,2017-2017,Delhi Daredevils,Bowling,2017,2017
I Sharma,2017-2017,Delhi Daredevils,Bowling,2017,2017
R Tewatia,2017-2017,Delhi Daredevils,Bowling,2017,2017
