Player,Span,Team,Record Type
C Green,2023-2023,Rajasthan Royals,Batting
MJ Guptill,2016-2016,Rajasthan Royals,Batting
Harbhajan Singh,2008-2017,Rajasthan Royals,Batting
MEK Hussey,2014-2014,Rajasthan Royals,Batting
Ishan Kishan,2018-2024,Rajasthan Royals,Batting
WG Jacks,2025-2025,Rajasthan Royals,Batting
DJ Jacobs,2011-2012,Rajasthan Royals,Batting
D Jansen,2023-2023,Rajasthan Royals,Batting
M Jansen,2021-2021,Rajasthan Royals,Batting
ST Jayasuriya,2008-2010,Rajasthan Royals,Batting
MG Johnson,2013-2017,Rajasthan Royals,Batting
CJ Jordan,2023-2023,Rajasthan Royals,Batting
AS Joseph,2019-2019,Rajasthan Royals,Batting
A Kamboj,2024-2024,Rajasthan Royals,Batting
KD Karthik,2012-2013,Rajasthan Royals,Batting
K Kartikeya,2022-2023,Rajasthan Royals,Batting
Z Khan,2009-2014,Rajasthan Royals,Batting
MA Khote,2008-2008,Rajasthan Royals,Batting
DS Kulkarni,2008-2021,Rajasthan Royals,Batting
P Kumar,2014-2014,Rajasthan Royals,Batting
SD Lad,2019-2019,Rajasthan Royals,Batting
RE Levi,2012-2012,Rajasthan Royals,Batting
E Lewis,2018-2019,Rajasthan Royals,Batting
CA Lynn,2021-2021,Rajasthan Royals,Batting
MJ McClenaghan,2015-2019,Rajasthan Royals,Batting
CJ McKay,2012-2012,Rajasthan Royals,Batting
R McLaren,2010-2010,Rajasthan Royals,Batting
C Madan,2010-2010,Rajasthan Royals,Batting
SL Malinga,2009-2019,Rajasthan Royals,Batting
A Madhwal,2023-2024,Rajasthan Royals,Batting
KT Maphaka,2024-2024,Rajasthan Royals,Batting
M Markande,2018-2022,Rajasthan Royals,Batting
GJ Maxwell,2013-2013,Rajasthan Royals,Batting
RP Meredith,2022-2023,Rajasthan Royals,Batting
TS Mills,2022-2022,Rajasthan Royals,Batting
AF Milne,2021-2021,Rajasthan Royals,Batting
R Minz,2025-2025,Rajasthan Royals,Batting
Mohammad Ashraful,2009-2009,Rajasthan Royals,Batting
Mohammad Nabi,2024-2024,Rajasthan Royals,Batting
Mujeeb Ur Rahman,2025-2025,Rajasthan Royals,Batting
SZ Mulani,2024-2024,Rajasthan Royals,Batting
AG Murtaza,2010-2011,Rajasthan Royals,Batting
Mustafizur Rahman,2018-2018,Rajasthan Royals,Batting
Naman Dhir,2024-2025,Rajasthan Royals,Batting
C Nanda,2009-2009,Rajasthan Royals,Batting
GR Napier,2009-2009,Rajasthan Royals,Batting
AM Nayar,2008-2010,Rajasthan Royals,Batting
JDS Neesham,2021-2021,Rajasthan Royals,Batting
A Nehra,2008-2008,Rajasthan Royals,Batting
A Nel,2008-2008,Rajasthan Royals,Batting
PP Ojha,2012-2015,Rajasthan Royals,Batting
JDP Oram,2013-2013,Rajasthan Royals,Batting
MK Pandey,2008-2008,Rajasthan Royals,Batting
HH Pandya,2015-2025,Rajasthan Royals,Batting
KH Pandya,2016-2021,Rajasthan Royals,Batting
MM Patel,2011-2013,Rajasthan Royals,Batting
PA Patel,2015-2017,Rajasthan Royals,Batting
JL Pattinson,2020-2020,Rajasthan Royals,Batting
RV Pawar,2008-2008,Rajasthan Royals,Batting
NLTC Perera,2012-2012,Rajasthan Royals,Batting
RJ Peterson,2012-2012,Rajasthan Royals,Batting
KA Pollard,2010-2022,Rajasthan Royals,Batting
SM Pollock,2008-2008,Rajasthan Royals,Batting
RT Ponting,2013-2013,Rajasthan Royals,Batting
RW Price,2011-2011,Rajasthan Royals,Batting
V Puthur,2025-2025,Rajasthan Royals,Batting
AM Rahane,2008-2009,Rajasthan Royals,Batting
RR Raje,2008-2009,Rajasthan Royals,Batting
PVSN Raju,2025-2025,Rajasthan Royals,Batting
Ramandeep Singh,2022-2022,Rajasthan Royals,Batting
N Rana,2016-2017,Rajasthan Royals,Batting
Rasikh Salam,2019-2019,Rajasthan Royals,Batting
AT Rayudu,2010-2017,Rajasthan Royals,Batting
RD Rickelton,2025-2025,Rajasthan Royals,Batting
L Ronchi,2008-2009,Rajasthan Royals,Batting
AS Roy,2019-2019,Rajasthan Royals,Batting
DR Sams,2022-2022,Rajasthan Royals,Batting
PJ Sangwan,2018-2018,Rajasthan Royals,Batting
R Sanjay Yadav,2022-2022,Rajasthan Royals,Batting
MJ Santner,2025-2025,Rajasthan Royals,Batting
K Santokie,2014-2014,Rajasthan Royals,Batting
R Sathish,2010-2011,Rajasthan Royals,Batting
PR Shah,2008-2009,Rajasthan Royals,Batting
RA Shaikh,2009-2009,Rajasthan Royals,Batting
KV Sharma,2017-2025,Rajasthan Royals,Batting
RG Sharma,2011-2025,Rajasthan Royals,Batting
R Shepherd,2024-2024,Rajasthan Royals,Batting
HR Shokeen,2022-2023,Rajasthan Royals,Batting
R Shukla,2012-2012,Rajasthan Royals,Batting
LMP Simmons,2014-2017,Rajasthan Royals,Batting
RP Singh,2012-2012,Rajasthan Royals,Batting
DR Smith,2008-2013,Rajasthan Royals,Batting
TG Southee,2016-2017,Rajasthan Royals,Batting
BB Sran,2019-2019,Rajasthan Royals,Batting
T Stubbs,2022-2023,Rajasthan Royals,Batting
J Suchith,2015-2016,Rajasthan Royals,Batting
TL Suman,2011-2012,Rajasthan Royals,Batting
P Suyal,2013-2015,Rajasthan Royals,Batting
A Symonds,2011-2011,Rajasthan Royals,Batting
YV Takawale,2008-2009,Rajasthan Royals,Batting
AP Tare,2010-2015,Rajasthan Royals,Batting
AS Tendulkar,2023-2024,Rajasthan Royals,Batting
SR Tendulkar,2008-2013,Rajasthan Royals,Batting
DJ Thornely,2008-2008,Rajasthan Royals,Batting
N Thushara,2024-2024,Rajasthan Royals,Batting
NT Tilak Varma,2022-2025,Rajasthan Royals,Batting
SS Tiwary,2008-2021,Rajasthan Royals,Batting
RJW Topley,2025-2025,Rajasthan Royals,Batting
JD Unadkat,2022-2022,Rajasthan Royals,Batting
RV Uthappa,2008-2008,Rajasthan Royals,Batting
R Vinay Kumar,2015-2017,Rajasthan Royals,Batting
Vishnu Vinod,2023-2023,Rajasthan Royals,Batting
N Wadhera,2023-2024,Rajasthan Royals,Batting
L Wood,2024-2024,Rajasthan Royals,Batting
J Yadav,2019-2021,Rajasthan Royals,Batting
SA Yadav,2012-2025,Rajasthan Royals,Batting
VS Yeligati,2008-2008,Rajasthan Royals,Batting
Yuvraj Singh,2019-2019,Rajasthan Royals,Batting
AN Ahmed,2010-2013,Rajasthan Royals,Bowling
FA Allen,2022-2022,Rajasthan Royals,Bowling
CJ Anderson,2014-2015,Rajasthan Royals,Bowling
Anmolpreet Singh,2021-2022,Rajasthan Royals,Bowling
JC Archer,2023-2023,Rajasthan Royals,Bowling
Arshad Khan,2023-2023,Rajasthan Royals,Bowling
Ashwani Kumar,2025-2025,Rajasthan Royals,Bowling
M Ashwin,2022-2022,Rajasthan Royals,Bowling
JM Bairstow,2025-2025,Rajasthan Royals,Bowling
Basil Thampi,2022-2022,Rajasthan Royals,Bowling
RA Bawa,2025-2025,Rajasthan Royals,Bowling
JP Behrendorff,2019-2023,Rajasthan Royals,Bowling
STR Binny,2010-2010,Rajasthan Royals,Bowling
AC Blizzard,2011-2012,Rajasthan Royals,Bowling
C Bosch,2025-2025,Rajasthan Royals,Bowling
TA Boult,2020-2025,Rajasthan Royals,Bowling
DJ Bravo,2008-2010,Rajasthan Royals,Bowling
D Brevis,2022-2024,Rajasthan Royals,Bowling
JJ Bumrah,2013-2025,Rajasthan Royals,Bowling
JC Buttler,2016-2017,Rajasthan Royals,Bowling
YS Chahal,2013-2013,Rajasthan Royals,Bowling
DL Chahar,2025-2025,Rajasthan Royals,Bowling
RD Chahar,2019-2021,Rajasthan Royals,Bowling
UBT Chand,2015-2016,Rajasthan Royals,Bowling
PP Chawla,2021-2024,Rajasthan Royals,Bowling
SD Chitnis,2008-2008,Rajasthan Royals,Bowling
G Coetzee,2024-2024,Rajasthan Royals,Bowling
NM Coulter-Nile,2013-2021,Rajasthan Royals,Bowling
BCJ Cutting,2018-2019,Rajasthan Royals,Bowling
A Dananjaya,2018-2018,Rajasthan Royals,Bowling
TH David,2022-2024,Rajasthan Royals,Bowling
Q de Kock,2019-2021,Rajasthan Royals,Bowling
M de Lange,2014-2015,Rajasthan Royals,Bowling
R Dhawan,2013-2013,Rajasthan Royals,Bowling
S Dhawan,2009-2010,Rajasthan Royals,Bowling
JP Duminy,2009-2018,Rajasthan Royals,Bowling
BR Dunk,2014-2014,Rajasthan Royals,Bowling
CRD Fernando,2008-2010,Rajasthan Royals,Bowling
AJ Finch,2015-2015,Rajasthan Royals,Bowling
JEC Franklin,2011-2012,Rajasthan Royals,Bowling
CM Gautam,2014-2014,Rajasthan Royals,Bowling
HH Gibbs,2012-2012,Rajasthan Royals,Bowling
RJ Gleeson,2025-2025,Rajasthan Royals,Bowling
S Gopal,2014-2024,Rajasthan Royals,Bowling
R Goyal,2023-2023,Rajasthan Royals,Bowling
C Green,2023-2023,Rajasthan Royals,Bowling
MJ Guptill,2016-2016,Rajasthan Royals,Bowling
Harbhajan Singh,2008-2017,Rajasthan Royals,Bowling
MEK Hussey,2014-2014,Rajasthan Royals,Bowling
Ishan Kishan,2018-2024,Rajasthan Royals,Bowling
WG Jacks,2025-2025,Rajasthan Royals,Bowling
DJ Jacobs,2011-2012,Rajasthan Royals,Bowling
D Jansen,2023-2023,Rajasthan Royals,Bowling
M Jansen,2021-2021,Rajasthan Royals,Bowling
ST Jayasuriya,2008-2010,Rajasthan Royals,Bowling
MG Johnson,2013-2017,Rajasthan Royals,Bowling
CJ Jordan,2023-2023,Rajasthan Royals,Bowling
AS Joseph,2019-2019,Rajasthan Royals,Bowling
A Kamboj,2024-2024,Rajasthan Royals,Bowling
KD Karthik,2012-2013,Rajasthan Royals,Bowling
K Kartikeya,2022-2023,Rajasthan Royals,Bowling
Z Khan,2009-2014,Rajasthan Royals,Bowling
MA Khote,2008-2008,Rajasthan Royals,Bowling
DS Kulkarni,2008-2021,Rajasthan Royals,Bowling
P Kumar,2014-2014,Rajasthan Royals,Bowling
SD Lad,2019-2019,Rajasthan Royals,Bowling
RE Levi,2012-2012,Rajasthan Royals,Bowling
E Lewis,2018-2019,Rajasthan Royals,Bowling
CA Lynn,2021-2021,Rajasthan Royals,Bowling
MJ McClenaghan,2015-2019,Rajasthan Royals,Bowling
CJ McKay,2012-2012,Rajasthan Royals,Bowling
R McLaren,2010-2010,Rajasthan Royals,Bowling
C Madan,2010-2010,Rajasthan Royals,Bowling
SL Malinga,2009-2019,Rajasthan Royals,Bowling
A Madhwal,2023-2024,Rajasthan Royals,Bowling
KT Maphaka,2024-2024,Rajasthan Royals,Bowling
M Markande,2018-2022,Rajasthan Royals,Bowling
GJ Maxwell,2013-2013,Rajasthan Royals,Bowling
RP Meredith,2022-2023,Rajasthan Royals,Bowling
TS Mills,2022-2022,Rajasthan Royals,Bowling
AF Milne,2021-2021,Rajasthan Royals,Bowling
R Minz,2025-2025,Rajasthan Royals,Bowling
Mohammad Ashraful,2009-2009,Rajasthan Royals,Bowling
Mohammad Nabi,2024-2024,Rajasthan Royals,Bowling
Mujeeb Ur Rahman,2025-2025,Rajasthan Royals,Bowling
SZ Mulani,2024-2024,Rajasthan Royals,Bowling
AG Murtaza,2010-2011,Rajasthan Royals,Bowling
Mustafizur Rahman,2018-2018,Rajasthan Royals,Bowling
Naman Dhir,2024-2025,Rajasthan Royals,Bowling
C Nanda,2009-2009,Rajasthan Royals,Bowling
GR Napier,2009-2009,Rajasthan Royals,Bowling
AM Nayar,2008-2010,Rajasthan Royals,Bowling
JDS Neesham,2021-2021,Rajasthan Royals,Bowling
A Nehra,2008-2008,Rajasthan Royals,Bowling
A Nel,2008-2008,Rajasthan Royals,Bowling
PP Ojha,2012-2015,Rajasthan Royals,Bowling
JDP Oram,2013-2013,Rajasthan Royals,Bowling
MK Pandey,2008-2008,Rajasthan Royals,Bowling
HH Pandya,2015-2025,Rajasthan Royals,Bowling
KH Pandya,2016-2021,Rajasthan Royals,Bowling
MM Patel,2011-2013,Rajasthan Royals,Bowling
PA Patel,2015-2017,Rajasthan Royals,Bowling
JL Pattinson,2020-2020,Rajasthan Royals,Bowling
RV Pawar,2008-2008,Rajasthan Royals,Bowling
NLTC Perera,2012-2012,Rajasthan Royals,Bowling
RJ Peterson,2012-2012,Rajasthan Royals,Bowling
KA Pollard,2010-2022,Rajasthan Royals,Bowling
SM Pollock,2008-2008,Rajasthan Royals,Bowling
RT Ponting,2013-2013,Rajasthan Royals,Bowling
RW Price,2011-2011,Rajasthan Royals,Bowling
V Puthur,2025-2025,Rajasthan Royals,Bowling
AM Rahane,2008-2009,Rajasthan Royals,Bowling
RR Raje,2008-2009,Rajasthan Royals,Bowling
PVSN Raju,2025-2025,Rajasthan Royals,Bowling
Ramandeep Singh,2022-2022,Rajasthan Royals,Bowling
N Rana,2016-2017,Rajasthan Royals,Bowling
Rasikh Salam,2019-2019,Rajasthan Royals,Bowling
AT Rayudu,2010-2017,Rajasthan Royals,Bowling
RD Rickelton,2025-2025,Rajasthan Royals,Bowling
L Ronchi,2008-2009,Rajasthan Royals,Bowling
AS Roy,2019-2019,Rajasthan Royals,Bowling
DR Sams,2022-2022,Rajasthan Royals,Bowling
PJ Sangwan,2018-2018,Rajasthan Royals,Bowling
R Sanjay Yadav,2022-2022,Rajasthan Royals,Bowling
MJ Santner,2025-2025,Rajasthan Royals,Bowling
K Santokie,2014-2014,Rajasthan Royals,Bowling
R Sathish,2010-2011,Rajasthan Royals,Bowling
PR Shah,2008-2009,Rajasthan Royals,Bowling
RA Shaikh,2009-2009,Rajasthan Royals,Bowling
KV Sharma,2017-2025,Rajasthan Royals,Bowling
RG Sharma,2011-2025,Rajasthan Royals,Bowling
R Shepherd,2024-2024,Rajasthan Royals,Bowling
HR Shokeen,2022-2023,Rajasthan Royals,Bowling
R Shukla,2012-2012,Rajasthan Royals,Bowling
LMP Simmons,2014-2017,Rajasthan Royals,Bowling
RP Singh,2012-2012,Rajasthan Royals,Bowling
DR Smith,2008-2013,Rajasthan Royals,Bowling
TG Southee,2016-2017,Rajasthan Royals,Bowling
BB Sran,2019-2019,Rajasthan Royals,Bowling
T Stubbs,2022-2023,Rajasthan Royals,Bowling
J Suchith,2015-2016,Rajasthan Royals,Bowling
TL Suman,2011-2012,Rajasthan Royals,Bowling
P Suyal,2013-2015,Rajasthan Royals,Bowling
A Symonds,2011-2011,Rajasthan Royals,Bowling
YV Takawale,2008-2009,Rajasthan Royals,Bowling
AP Tare,2010-2015,Rajasthan Royals,Bowling
AS Tendulkar,2023-2024,Rajasthan Royals,Bowling
SR Tendulkar,2008-2013,Rajasthan Royals,Bowling
DJ Thornely,2008-2008,Rajasthan Royals,Bowling
N Thushara,2024-2024,Rajasthan Royals,Bowling
NT Tilak Varma,2022-2025,Rajasthan Royals,Bowling
SS Tiwary,2008-2021,Rajasthan Royals,Bowling
RJW Topley,2025-2025,Rajasthan Royals,Bowling
JD Unadkat,2022-2022,Rajasthan Royals,Bowling
RV Uthappa,2008-2008,Rajasthan Royals,Bowling
R Vinay Kumar,2015-2017,Rajasthan Royals,Bowling
Vishnu Vinod,2023-2023,Rajasthan Royals,Bowling
N Wadhera,2023-2024,Rajasthan Royals,Bowling
L Wood,2024-2024,Rajasthan Royals,Bowling
J Yadav,2019-2021,Rajasthan Royals,Bowling
SA Yadav,2012-2025,Rajasthan Royals,Bowling
VS Yeligati,2008-2008,Rajasthan Royals,Bowling
Yuvraj Singh,2019-2019,Rajasthan Royals,Bowling
MA Agarwal,2017-2017,Rising Pune Supergiants,Batting
Ankit Sharma,2016-2017,Rising Pune Supergiants,Batting
M Ashwin,2016-2016,Rising Pune Supergiants,Batting
R Ashwin,2016-2016,Rising Pune Supergiants,Batting
GJ Bailey,2016-2016,Rising Pune Supergiants,Batting
R Bhatia,2016-2017,Rising Pune Supergiants,Batting
SM Boland,2016-2016,Rising Pune Supergiants,Batting
DL Chahar,2016-2017,Rising Pune Supergiants,Batting
RD Chahar,2017-2017,Rising Pune Supergiants,Batting
DT Christian,2017-2017,Rising Pune Supergiants,Batting
MS Dhoni,2016-2017,Rising Pune Supergiants,Batting
AB Dinda,2016-2017,Rising Pune Supergiants,Batting
F du Plessis,2016-2017,Rising Pune Supergiants,Batting
LH Ferguson,2017-2017,Rising Pune Supergiants,Batting
PSP Handscomb,2016-2016,Rising Pune Supergiants,Batting
Imran Tahir,2017-2017,Rising Pune Supergiants,Batting
UT Khawaja,2016-2016,Rising Pune Supergiants,Batting
MR Marsh,2016-2016,Rising Pune Supergiants,Batting
JA Morkel,2016-2016,Rising Pune Supergiants,Batting
IK Pathan,2016-2016,Rising Pune Supergiants,Batting
NLTC Perera,2016-2016,Rising Pune Supergiants,Batting
KP Pietersen,2016-2016,Rising Pune Supergiants,Batting
AM Rahane,2016-2017,Rising Pune Supergiants,Batting
I Sharma,2016-2016,Rising Pune Supergiants,Batting
RP Singh,2016-2016,Rising Pune Supergiants,Batting
SPD Smith,2016-2017,Rising Pune Supergiants,Batting
BA Stokes,2017-2017,Rising Pune Supergiants,Batting
SN Thakur,2017-2017,Rising Pune Supergiants,Batting
MK Tiwary,2017-2017,Rising Pune Supergiants,Batting
SS Tiwary,2016-2016,Rising Pune Supergiants,Batting
RA Tripathi,2017-2017,Rising Pune Supergiants,Batting
JD Unadkat,2017-2017,Rising Pune Supergiants,Batting
Washington Sundar,2017-2017,Rising Pune Supergiants,Batting
A Zampa,2016-2017,Rising Pune Supergiants,Batting
MA Agarwal,2017-2017,Rising Pune Supergiants,Bowling
Ankit Sharma,2016-2017,Rising Pune Supergiants,Bowling
M Ashwin,2016-2016,Rising Pune Supergiants,Bowling
R Ashwin,2016-2016,Rising Pune Supergiants,Bowling
GJ Bailey,2016-2016,Rising Pune Supergiants,Bowling
R Bhatia,2016-2017,Rising Pune Supergiants,Bowling
SM Boland,2016-2016,Rising Pune Supergiants,Bowling
DL Chahar,2016-2017,Rising Pune Supergiants,Bowling
RD Chahar,2017-2017,Rising Pune Supergiants,Bowling
DT Christian,2017-2017,Rising Pune Supergiants,Bowling
MS Dhoni,2016-2017,Rising Pune Supergiants,Bowling
AB Dinda,2016-2017,Rising Pune Supergiants,Bowling
F du Plessis,2016-2017,Rising Pune Supergiants,Bowling
LH Ferguson,2017-2017,Rising Pune Supergiants,Bowling
PSP Handscomb,2016-2016,Rising Pune Supergiants,Bowling
Imran Tahir,2017-2017,Rising Pune Supergiants,Bowling
UT Khawaja,2016-2016,Rising Pune Supergiants,Bowling
MR Marsh,2016-2016,Rising Pune Supergiants,Bowling
JA Morkel,2016-2016,Rising Pune Supergiants,Bowling
IK Pathan,2016-2016,Rising Pune Supergiants,Bowling
NLTC Perera,2016-2016,Rising Pune Supergiants,Bowling
KP Pietersen,2016-2016,Rising Pune Supergiants,Bowling
AM Rahane,2016-2017,Rising Pune Supergiants,Bowling
I Sharma,2016-2016,Rising Pune Supergiants,Bowling
RP Singh,2016-2016,Rising Pune Supergiants,Bowling
SPD Smith,2016-2017,Rising Pune Supergiants,Bowling
BA Stokes,2017-2017,Rising Pune Supergiants,Bowling
SN Thakur,2017-2017,Rising Pune Supergiants,Bowling
MK Tiwary,2017-2017,Rising Pune Supergiants,Bowling
SS Tiwary,2016-2016,Rising Pune Supergiants,Bowling
RA Tripathi,2017-2017,Rising Pune Supergiants,Bowling
JD Unadkat,2017-2017,Rising Pune Supergiants,Bowling
Washington Sundar,2017-2017,Rising Pune Supergiants,Bowling
A Zampa,2016-2017,Rising Pune Supergiants,Bowling
Anand Rajan,2011-2012,Royal Challengers Bangalore,Batting
Anirudh Singh,2010-2010,Royal Challengers Bangalore,Batting
Ankit Sharma,2012-2012,Royal Challengers Bangalore,Batting
A Ashish Reddy,2012-2012,Royal Challengers Bangalore,Batting
SB Bangar,2008-2008,Royal Challengers Bangalore,Batting
AA Bilakhia,2009-2010,Royal Challengers Bangalore,Batting
B Chipli,2011-2012,Royal Challengers Bangalore,Batting
DT Christian,2011-2012,Royal Challengers Bangalore,Batting
H Das,2008-2008,Royal Challengers Bangalore,Batting
KH Devdhar,2011-2011,Royal Challengers Bangalore,Batting
S Dhawan,2011-2012,Royal Challengers Bangalore,Batting
JP Duminy,2011-2012,Royal Challengers Bangalore,Batting
FH Edwards,2009-2009,Royal Challengers Bangalore,Batting
HH Gibbs,2008-2010,Royal Challengers Bangalore,Batting
AC Gilchrist,2008-2010,Royal Challengers Bangalore,Batting
MS Gony,2011-2012,Royal Challengers Bangalore,Batting
Harmeet Singh,2009-2011,Royal Challengers Bangalore,Batting
DJ Harris,2012-2012,Royal Challengers Bangalore,Batting
RJ Harris,2009-2010,Royal Challengers Bangalore,Batting
IR Jaggi,2011-2012,Royal Challengers Bangalore,Batting
Jaskaran Singh,2009-2010,Royal Challengers Bangalore,Batting
AA Jhunjhunwala,2012-2012,Royal Challengers Bangalore,Batting
D Kalyankrishna,2008-2008,Royal Challengers Bangalore,Batting
VVS Laxman,2008-2010,Royal Challengers Bangalore,Batting
MJ Lumb,2011-2011,Royal Challengers Bangalore,Batting
CA Lynn,2012-2012,Royal Challengers Bangalore,Batting
I Malhotra,2011-2011,Royal Challengers Bangalore,Batting
MR Marsh,2010-2010,Royal Challengers Bangalore,Batting
A Mishra,2011-2012,Royal Challengers Bangalore,Batting
MD Mishra,2010-2010,Royal Challengers Bangalore,Batting
T Mishra,2012-2012,Royal Challengers Bangalore,Batting
PP Ojha,2008-2011,Royal Challengers Bangalore,Batting
PA Patel,2012-2012,Royal Challengers Bangalore,Batting
V Pratap Singh,2012-2012,Royal Challengers Bangalore,Batting
DB Ravi Teja,2008-2012,Royal Challengers Bangalore,Batting
PA Reddy,2012-2012,Royal Challengers Bangalore,Batting
KAJ Roach,2010-2010,Royal Challengers Bangalore,Batting
BB Samantray,2012-2012,Royal Challengers Bangalore,Batting
KC Sangakkara,2011-2012,Royal Challengers Bangalore,Batting
PM Sarvesh Kumar,2008-2008,Royal Challengers Bangalore,Batting
Shahid Afridi,2008-2008,Royal Challengers Bangalore,Batting
I Sharma,2011-2011,Royal Challengers Bangalore,Batting
R Sharma,2010-2010,Royal Challengers Bangalore,Batting
RG Sharma,2008-2010,Royal Challengers Bangalore,Batting
Shoaib Ahmed,2009-2009,Royal Challengers Bangalore,Batting
LPC Silva,2008-2008,Royal Challengers Bangalore,Batting
RP Singh,2008-2010,Royal Challengers Bangalore,Batting
DR Smith,2009-2010,Royal Challengers Bangalore,Batting
S Sohal,2011-2011,Royal Challengers Bangalore,Batting
DW Steyn,2011-2012,Royal Challengers Bangalore,Batting
SB Styris,2008-2009,Royal Challengers Bangalore,Batting
TP Sudhindra,2012-2012,Royal Challengers Bangalore,Batting
TL Suman,2009-2010,Royal Challengers Bangalore,Batting
B Sumanth,2010-2010,Royal Challengers Bangalore,Batting
A Symonds,2008-2010,Royal Challengers Bangalore,Batting
J Theron,2012-2012,Royal Challengers Bangalore,Batting
WPUJC Vaas,2008-2010,Royal Challengers Bangalore,Batting
Y Venugopal Rao,2008-2010,Royal Challengers Bangalore,Batting
DP Vijaykumar,2008-2008,Royal Challengers Bangalore,Batting
CL White,2011-2012,Royal Challengers Bangalore,Batting
AS Yadav,2008-2008,Royal Challengers Bangalore,Batting
DNT Zoysa,2008-2008,Royal Challengers Bangalore,Batting
Anand Rajan,2011-2012,Royal Challengers Bangalore,Bowling
Anirudh Singh,2010-2010,Royal Challengers Bangalore,Bowling
Ankit Sharma,2012-2012,Royal Challengers Bangalore,Bowling
A Ashish Reddy,2012-2012,Royal Challengers Bangalore,Bowling
SB Bangar,2008-2008,Royal Challengers Bangalore,Bowling
AA Bilakhia,2009-2010,Royal Challengers Bangalore,Bowling
B Chipli,2011-2012,Royal Challengers Bangalore,Bowling
DT Christian,2011-2012,Royal Challengers Bangalore,Bowling
H Das,2008-2008,Royal Challengers Bangalore,Bowling
KH Devdhar,2011-2011,Royal Challengers Bangalore,Bowling
S Dhawan,2011-2012,Royal Challengers Bangalore,Bowling
JP Duminy,2011-2012,Royal Challengers Bangalore,Bowling
FH Edwards,2009-2009,Royal Challengers Bangalore,Bowling
HH Gibbs,2008-2010,Royal Challengers Bangalore,Bowling
AC Gilchrist,2008-2010,Royal Challengers Bangalore,Bowling
MS Gony,2011-2012,Royal Challengers Bangalore,Bowling
Harmeet Singh,2009-2011,Royal Challengers Bangalore,Bowling
DJ Harris,2012-2012,Royal Challengers Bangalore,Bowling
RJ Harris,2009-2010,Royal Challengers Bangalore,Bowling
IR Jaggi,2011-2012,Royal Challengers Bangalore,Bowling
Jaskaran Singh,2009-2010,Royal Challengers Bangalore,Bowling
AA Jhunjhunwala,2012-2012,Royal Challengers Bangalore,Bowling
D Kalyankrishna,2008-2008,Royal Challengers Bangalore,Bowling
VVS Laxman,2008-2010,Royal Challengers Bangalore,Bowling
MJ Lumb,2011-2011,Royal Challengers Bangalore,Bowling
CA Lynn,2012-2012,Royal Challengers Bangalore,Bowling
I Malhotra,2011-2011,Royal Challengers Bangalore,Bowling
MR Marsh,2010-2010,Royal Challengers Bangalore,Bowling
A Mishra,2011-2012,Royal Challengers Bangalore,Bowling
MD Mishra,2010-2010,Royal Challengers Bangalore,Bowling
T Mishra,2012-2012,Royal Challengers Bangalore,Bowling
PP Ojha,2008-2011,Royal Challengers Bangalore,Bowling
PA Patel,2012-2012,Royal Challengers Bangalore,Bowling
V Pratap Singh,2012-2012,Royal Challengers Bangalore,Bowling
DB Ravi Teja,2008-2012,Royal Challengers Bangalore,Bowling
PA Reddy,2012-2012,Royal Challengers Bangalore,Bowling
KAJ Roach,2010-2010,Royal Challengers Bangalore,Bowling
BB Samantray,2012-2012,Royal Challengers Bangalore,Bowling
KC Sangakkara,2011-2012,Royal Challengers Bangalore,Bowling
PM Sarvesh Kumar,2008-2008,Royal Challengers Bangalore,Bowling
Shahid Afridi,2008-2008,Royal Challengers Bangalore,Bowling
I Sharma,2011-2011,Royal Challengers Bangalore,Bowling
R Sharma,2010-2010,Royal Challengers Bangalore,Bowling
RG Sharma,2008-2010,Royal Challengers Bangalore,Bowling
Shoaib Ahmed,2009-2009,Royal Challengers Bangalore,Bowling
LPC Silva,2008-2008,Royal Challengers Bangalore,Bowling
RP Singh,2008-2010,Royal Challengers Bangalore,Bowling
DR Smith,2009-2010,Royal Challengers Bangalore,Bowling
S Sohal,2011-2011,Royal Challengers Bangalore,Bowling
DW Steyn,2011-2012,Royal Challengers Bangalore,Bowling
SB Styris,2008-2009,Royal Challengers Bangalore,Bowling
TP Sudhindra,2012-2012,Royal Challengers Bangalore,Bowling
TL Suman,2009-2010,Royal Challengers Bangalore,Bowling
B Sumanth,2010-2010,Royal Challengers Bangalore,Bowling
A Symonds,2008-2010,Royal Challengers Bangalore,Bowling
J Theron,2012-2012,Royal Challengers Bangalore,Bowling
WPUJC Vaas,2008-2010,Royal Challengers Bangalore,Bowling
Y Venugopal Rao,2008-2010,Royal Challengers Bangalore,Bowling
DP Vijaykumar,2008-2008,Royal Challengers Bangalore,Bowling
CL White,2011-2012,Royal Challengers Bangalore,Bowling
AS Yadav,2008-2008,Royal Challengers Bangalore,Bowling
DNT Zoysa,2008-2008,Royal Challengers Bangalore,Bowling
S Ladda,2016-2016,Sunrisers Hyderabad,Batting
AD Nath,2016-2017,Sunrisers Hyderabad,Batting
SS Agarwal,2017-2017,Sunrisers Hyderabad,Batting
Ankit Soni,2017-2017,Sunrisers Hyderabad,Batting
Basil Thampi,2017-2017,Sunrisers Hyderabad,Batting
DJ Bravo,2016-2016,Sunrisers Hyderabad,Batting
ER Dwivedi,2016-2016,Sunrisers Hyderabad,Batting
JP Faulkner,2016-2017,Sunrisers Hyderabad,Batting
